pays,annee,pourcentage_victoire,but_mis,but_enc
Saudi Arabia,1999,50.0,1.6,1.2
Saudi Arabia,2000,45.16,1.6,1.2
Saudi Arabia,2001,62.5,2.2,0.8
Saudi Arabia,2002,69.05,2.1,0.7
Saudi Arabia,2003,66.67,2.1,0.6
Saudi Arabia,2004,60.0,2.2,0.7
Saudi Arabia,2005,50.0,1.4,1.0
Saudi Arabia,2006,43.24,1.5,1.1
Saudi Arabia,2007,55.0,1.8,0.9
Saudi Arabia,2008,67.57,1.8,0.8
Saudi Arabia,2009,55.26,1.6,0.8
Saudi Arabia,2010,42.86,1.3,0.6
Saudi Arabia,2011,31.03,1.0,0.7
Saudi Arabia,2012,25.93,1.1,1.1
Saudi Arabia,2013,38.46,1.2,1.3
Saudi Arabia,2014,42.31,1.3,1.3
Saudi Arabia,2015,50.0,2.0,1.3
Saudi Arabia,2016,63.16,2.5,0.9
Saudi Arabia,2017,52.38,1.8,1.2
Saudi Arabia,2018,35.71,1.4,1.5
Saudi Arabia,2019,37.5,1.3,1.2
Saudi Arabia,2020,47.37,1.6,1.0
Saudi Arabia,2021,68.75,1.8,0.5
Saudi Arabia,2022,60.0,1.4,0.6
Ivory Coast,1960,50.0,2.5,2.5
Ivory Coast,1961,50.0,2.5,2.5
Ivory Coast,1962,33.33,1.0,1.7
Ivory Coast,1963,50.0,1.5,1.2
Ivory Coast,1964,50.0,2.0,0.5
Ivory Coast,1965,60.0,1.7,1.2
Ivory Coast,1966,63.64,1.7,1.2
Ivory Coast,1967,50.0,1.8,0.8
Ivory Coast,1968,50.0,1.8,1.0
Ivory Coast,1969,50.0,1.6,0.9
Ivory Coast,1970,43.75,1.6,1.4
Ivory Coast,1971,40.0,1.7,2.1
Ivory Coast,1972,66.67,1.7,1.8
Ivory Coast,1973,63.64,1.6,1.2
Ivory Coast,1974,28.57,1.2,1.8
Ivory Coast,1975,7.69,0.6,1.8
Ivory Coast,1976,38.46,1.4,1.2
Ivory Coast,1977,64.29,2.1,1.2
Ivory Coast,1978,55.56,1.8,1.6
Ivory Coast,1979,36.36,1.5,1.3
Ivory Coast,1980,31.58,1.6,1.2
Ivory Coast,1981,22.22,1.6,1.3
Ivory Coast,1982,0.0,2.2,2.2
Ivory Coast,1983,41.18,1.5,1.4
Ivory Coast,1984,62.86,1.9,1.1
Ivory Coast,1985,52.27,1.7,1.0
Ivory Coast,1986,45.16,1.2,0.8
Ivory Coast,1987,62.5,1.3,0.9
Ivory Coast,1988,52.63,1.2,0.8
Ivory Coast,1989,40.0,1.5,0.6
Ivory Coast,1990,50.0,1.4,0.8
Ivory Coast,1991,54.17,1.4,0.9
Ivory Coast,1992,46.43,1.5,0.9
Ivory Coast,1993,42.86,1.2,1.0
Ivory Coast,1994,52.0,1.5,1.2
Ivory Coast,1995,46.67,1.6,1.0
Ivory Coast,1996,36.36,1.2,1.0
Ivory Coast,1997,47.06,1.2,1.2
Ivory Coast,1998,57.89,1.7,0.9
Ivory Coast,1999,47.37,1.5,0.9
Ivory Coast,2000,50.0,1.6,0.9
Ivory Coast,2001,56.52,2.0,0.8
Ivory Coast,2002,44.44,1.8,0.7
Ivory Coast,2003,38.46,1.6,0.9
Ivory Coast,2004,73.33,2.1,0.9
Ivory Coast,2005,64.71,1.9,1.0
Ivory Coast,2006,47.83,1.6,1.0
Ivory Coast,2007,52.17,1.8,0.7
Ivory Coast,2008,51.85,2.0,0.9
Ivory Coast,2009,53.57,2.0,0.9
Ivory Coast,2010,59.09,1.9,0.9
Ivory Coast,2011,68.42,2.1,1.0
Ivory Coast,2012,77.27,2.1,0.6
Ivory Coast,2013,61.29,1.9,0.9
Ivory Coast,2014,44.44,1.9,1.6
Ivory Coast,2015,46.43,1.4,1.0
Ivory Coast,2016,50.0,1.2,0.5
Ivory Coast,2017,38.71,1.2,0.9
Ivory Coast,2018,32.0,1.2,1.1
Ivory Coast,2019,52.0,1.4,0.9
Ivory Coast,2020,55.56,1.4,0.9
Ivory Coast,2021,58.33,1.6,0.6
Ivory Coast,2022,55.56,1.6,0.8
South Africa,1947,77.78,4.0,2.3
South Africa,1948,77.78,4.0,2.3
South Africa,1950,50.0,1.5,1.8
South Africa,1951,50.0,1.5,1.8
South Africa,1953,0.0,1.0,3.0
South Africa,1954,50.0,1.5,2.0
South Africa,1955,100.0,4.2,0.3
South Africa,1956,100.0,4.6,0.2
South Africa,1958,0.0,3.0,9.0
South Africa,1959,0.0,3.0,9.0
South Africa,1977,50.0,4.0,0.5
South Africa,1978,50.0,4.0,0.5
South Africa,1992,28.57,0.9,1.9
South Africa,1993,33.33,0.9,1.5
South Africa,1994,33.33,0.7,0.9
South Africa,1995,38.46,1.1,0.7
South Africa,1996,68.42,1.6,0.5
South Africa,1997,50.0,1.3,1.0
South Africa,1998,32.0,1.2,1.4
South Africa,1999,38.46,1.2,1.0
South Africa,2000,48.48,1.3,0.9
South Africa,2001,58.06,1.4,0.9
South Africa,2002,46.88,1.2,0.7
South Africa,2003,45.16,1.2,0.7
South Africa,2004,50.0,1.2,1.1
South Africa,2005,37.93,1.3,1.6
South Africa,2006,33.33,1.1,1.3
South Africa,2007,36.0,0.8,0.6
South Africa,2008,47.06,1.2,0.8
South Africa,2009,41.46,1.0,1.0
South Africa,2010,40.0,1.0,0.7
South Africa,2011,52.17,1.4,0.4
South Africa,2012,40.0,1.1,0.6
South Africa,2013,45.16,1.3,0.7
South Africa,2014,45.45,1.4,0.8
South Africa,2015,41.18,1.3,0.9
South Africa,2016,40.62,1.4,0.9
South Africa,2017,44.0,1.5,0.9
South Africa,2018,45.45,1.3,0.7
South Africa,2019,34.78,1.0,0.9
South Africa,2020,29.41,0.9,1.2
South Africa,2021,52.94,1.2,0.6
South Africa,2022,50.0,1.1,0.8
Tunisia,1957,100.0,4.0,2.0
Tunisia,1958,100.0,4.0,1.5
Tunisia,1959,50.0,2.0,0.5
Tunisia,1960,20.0,1.0,2.5
Tunisia,1961,25.0,1.2,2.3
Tunisia,1962,28.57,2.0,2.1
Tunisia,1963,46.67,2.0,1.7
Tunisia,1964,53.85,1.8,1.5
Tunisia,1965,42.86,1.6,1.3
Tunisia,1966,40.0,1.4,0.6
Tunisia,1967,25.0,1.2,1.2
Tunisia,1968,22.22,1.0,1.2
Tunisia,1969,10.0,0.8,1.3
Tunisia,1970,12.5,1.2,1.5
Tunisia,1971,33.33,2.0,1.7
Tunisia,1972,40.0,2.0,1.6
Tunisia,1973,52.94,1.9,1.4
Tunisia,1974,52.38,1.5,1.3
Tunisia,1975,46.67,1.1,1.1
Tunisia,1976,50.0,1.5,0.7
Tunisia,1977,42.11,1.3,0.9
Tunisia,1978,28.57,1.0,1.3
Tunisia,1979,27.27,1.1,1.5
Tunisia,1980,40.0,1.3,1.1
Tunisia,1981,43.75,1.4,0.9
Tunisia,1982,41.18,1.4,0.9
Tunisia,1983,43.75,1.0,0.8
Tunisia,1984,64.29,1.8,0.7
Tunisia,1985,61.11,1.4,0.9
Tunisia,1986,43.75,1.0,1.1
Tunisia,1987,10.0,1.0,1.6
Tunisia,1988,15.0,1.0,1.6
Tunisia,1989,20.69,0.8,1.2
Tunisia,1990,28.57,0.7,1.0
Tunisia,1991,31.58,1.4,1.1
Tunisia,1992,30.0,1.4,1.0
Tunisia,1993,47.06,1.9,0.6
Tunisia,1994,52.38,1.9,0.9
Tunisia,1995,46.15,1.4,0.8
Tunisia,1996,48.28,1.4,0.9
Tunisia,1997,59.26,1.5,0.8
Tunisia,1998,59.26,1.6,0.8
Tunisia,1999,54.55,1.5,1.0
Tunisia,2000,50.0,1.6,1.0
Tunisia,2001,50.0,2.2,1.1
Tunisia,2002,30.43,1.5,0.8
Tunisia,2003,25.0,0.6,0.6
Tunisia,2004,52.0,1.3,1.0
Tunisia,2005,57.14,1.8,1.1
Tunisia,2006,60.0,1.8,0.8
Tunisia,2007,54.55,1.5,0.5
Tunisia,2008,48.0,1.6,0.8
Tunisia,2009,40.0,1.4,0.8
Tunisia,2010,30.0,1.4,1.0
Tunisia,2011,38.1,1.8,1.0
Tunisia,2012,52.0,1.9,1.0
Tunisia,2013,41.38,1.6,1.2
Tunisia,2014,39.13,1.1,1.0
Tunisia,2015,41.67,1.4,1.0
Tunisia,2016,39.29,1.8,1.1
Tunisia,2017,44.0,1.6,1.0
Tunisia,2018,36.84,1.3,1.2
Tunisia,2019,44.0,1.2,0.8
Tunisia,2020,50.0,1.3,0.6
Tunisia,2021,68.42,1.7,0.7
Tunisia,2022,64.29,1.6,0.6
Iran,1941,100.0,1.0,0.0
Iran,1942,100.0,1.0,0.0
Iran,1947,0.0,1.0,3.0
Iran,1948,0.0,1.0,2.0
Iran,1949,0.0,1.0,1.0
Iran,1950,50.0,2.5,3.0
Iran,1951,50.0,2.5,3.0
Iran,1959,50.0,2.0,0.5
Iran,1960,50.0,2.0,0.5
Iran,1965,50.0,1.8,1.0
Iran,1966,40.0,1.4,0.8
Iran,1967,0.0,0.0,0.5
Iran,1968,80.0,2.2,0.6
Iran,1969,87.5,3.2,1.2
Iran,1970,57.14,3.4,1.6
Iran,1971,40.0,2.2,1.0
Iran,1972,54.55,1.5,1.3
Iran,1973,55.56,1.3,1.0
Iran,1974,50.0,0.9,0.8
Iran,1975,25.0,0.8,1.2
Iran,1976,66.67,2.7,0.7
Iran,1977,57.14,1.7,0.6
Iran,1978,40.91,1.1,0.7
Iran,1979,16.67,0.8,0.8
Iran,1980,62.5,2.6,0.8
Iran,1981,62.5,2.6,0.8
Iran,1982,100.0,2.0,0.0
Iran,1983,100.0,2.0,0.0
Iran,1984,66.67,2.5,0.4
Iran,1985,60.0,2.1,0.7
Iran,1986,57.14,1.6,1.0
Iran,1987,75.0,2.2,0.5
Iran,1988,40.0,0.9,0.5
Iran,1989,45.45,1.3,0.7
Iran,1990,42.86,1.4,1.0
Iran,1991,0.0,0.0,1.3
Iran,1992,33.33,1.6,0.4
Iran,1993,50.0,1.9,0.8
Iran,1994,57.14,1.9,1.1
Iran,1996,68.42,2.5,0.5
Iran,1997,58.54,2.7,0.7
Iran,1998,41.38,2.3,1.0
Iran,1999,23.08,0.8,1.2
Iran,2000,53.12,2.2,0.8
Iran,2001,56.52,2.1,0.8
Iran,2002,50.0,1.6,1.0
Iran,2003,50.0,1.7,0.9
Iran,2004,67.86,2.7,0.9
Iran,2005,72.41,2.4,0.8
Iran,2006,66.67,1.8,0.7
Iran,2007,59.09,2.0,0.9
Iran,2008,55.88,1.6,0.7
Iran,2009,45.45,1.4,0.8
Iran,2010,48.48,1.4,0.9
Iran,2011,76.92,2.1,0.6
Iran,2012,58.06,1.8,0.5
Iran,2013,52.0,1.7,0.7
Iran,2014,62.5,1.9,0.7
Iran,2015,59.09,1.9,0.7
Iran,2016,72.0,2.4,0.5
Iran,2017,71.43,2.0,0.4
Iran,2018,65.22,1.3,0.6
Iran,2019,62.5,2.2,0.6
Iran,2020,64.29,2.8,0.6
Iran,2021,92.31,2.7,0.3
Iran,2022,81.25,2.2,0.4
Australia,1933,100.0,4.7,2.7
Australia,1934,100.0,4.7,2.7
Australia,1936,100.0,7.0,0.7
Australia,1937,100.0,7.0,0.7
Australia,1938,60.0,3.6,3.2
Australia,1939,60.0,3.6,3.2
Australia,1947,20.0,2.4,2.4
Australia,1948,55.56,4.1,1.4
Australia,1949,100.0,6.2,0.2
Australia,1950,66.67,2.7,1.2
Australia,1951,66.67,2.7,1.2
Australia,1954,66.67,3.0,1.3
Australia,1955,25.0,1.2,3.4
Australia,1956,0.0,0.3,5.0
Australia,1957,0.0,1.0,7.0
Australia,1958,50.0,2.5,2.0
Australia,1959,50.0,2.5,2.0
Australia,1965,42.86,1.3,1.6
Australia,1966,42.86,1.3,1.6
Australia,1967,100.0,3.0,1.2
Australia,1968,75.0,2.6,1.5
Australia,1969,30.77,1.5,1.2
Australia,1970,50.0,2.1,0.9
Australia,1971,71.43,2.7,1.0
Australia,1972,66.67,2.3,0.9
Australia,1973,50.0,2.0,1.0
Australia,1974,37.5,1.7,1.2
Australia,1975,66.67,1.3,1.0
Australia,1976,66.67,1.3,0.4
Australia,1977,47.83,1.4,0.7
Australia,1978,35.29,1.4,0.9
Australia,1979,0.0,0.3,1.3
Australia,1980,29.41,2.2,1.7
Australia,1981,39.13,2.6,1.6
Australia,1982,66.67,3.2,1.0
Australia,1983,33.33,1.6,1.1
Australia,1984,12.5,1.1,1.6
Australia,1985,44.44,1.9,0.8
Australia,1986,42.86,1.5,0.8
Australia,1987,27.27,0.8,0.9
Australia,1988,46.15,1.5,0.8
Australia,1989,50.0,1.8,1.0
Australia,1990,28.57,1.3,1.0
Australia,1991,33.33,0.7,0.8
Australia,1992,57.14,1.2,0.6
Australia,1993,56.0,1.4,0.7
Australia,1994,37.5,0.9,0.8
Australia,1995,42.86,0.8,0.6
Australia,1996,47.37,1.5,0.8
Australia,1997,62.07,2.3,0.8
Australia,1998,62.96,2.6,1.1
Australia,1999,44.44,2.7,1.6
Australia,2000,53.33,2.6,0.7
Australia,2001,58.06,3.8,0.8
Australia,2002,66.67,4.9,0.7
Australia,2003,75.0,3.6,0.8
Australia,2004,60.0,2.9,1.0
Australia,2005,58.33,2.7,1.0
Australia,2006,57.14,2.0,1.0
Australia,2007,47.37,1.5,0.9
Australia,2008,52.17,1.4,0.7
Australia,2009,56.0,1.2,0.5
Australia,2010,50.0,1.0,0.8
Australia,2011,62.96,1.6,0.7
Australia,2012,63.33,2.2,0.7
Australia,2013,44.0,2.1,1.5
Australia,2014,25.0,1.4,1.9
Australia,2015,50.0,1.9,1.0
Australia,2016,62.5,2.3,0.8
Australia,2017,43.48,1.8,1.2
Australia,2018,47.62,1.8,1.1
Australia,2019,61.11,2.3,0.7
Australia,2020,60.0,2.2,0.6
Australia,2021,70.0,2.1,0.5
Australia,2022,56.25,1.8,0.7
Norway,1930,63.64,3.3,2.2
Norway,1931,44.44,2.6,2.1
Norway,1932,50.0,2.4,1.8
Norway,1933,50.0,2.4,1.2
Norway,1934,42.86,2.7,1.7
Norway,1935,37.5,2.0,1.6
Norway,1936,18.18,1.5,2.0
Norway,1937,26.67,1.7,2.8
Norway,1938,43.75,2.0,2.3
Norway,1939,42.86,2.1,2.2
Norway,1940,28.57,1.6,3.0
Norway,1945,0.0,1.0,6.3
Norway,1946,22.22,2.2,3.9
Norway,1947,38.46,2.6,2.8
Norway,1948,46.15,2.8,2.3
Norway,1949,27.27,2.4,2.0
Norway,1950,16.67,1.6,2.5
Norway,1951,42.86,2.1,2.2
Norway,1952,50.0,2.5,2.1
Norway,1953,35.71,2.0,1.6
Norway,1954,31.58,1.3,1.5
Norway,1955,22.22,0.8,1.8
Norway,1956,20.0,1.1,2.1
Norway,1957,33.33,1.6,2.2
Norway,1958,41.18,1.6,2.2
Norway,1959,41.67,1.8,2.8
Norway,1960,41.67,2.1,2.8
Norway,1961,20.0,1.4,2.3
Norway,1962,29.41,1.3,2.1
Norway,1963,43.75,1.6,2.6
Norway,1964,33.33,1.2,2.6
Norway,1965,40.0,1.7,1.3
Norway,1966,26.67,1.6,2.1
Norway,1967,21.43,1.1,2.6
Norway,1968,35.71,1.5,2.4
Norway,1969,38.89,1.7,2.6
Norway,1970,33.33,1.3,2.2
Norway,1971,20.0,0.9,2.5
Norway,1972,13.33,0.9,3.0
Norway,1973,21.43,1.1,1.8
Norway,1974,23.08,1.2,1.4
Norway,1975,16.67,1.2,2.4
Norway,1976,23.08,0.9,2.2
Norway,1977,23.08,0.6,1.5
Norway,1978,7.69,0.7,1.5
Norway,1979,7.14,0.6,2.0
Norway,1980,35.71,1.3,1.9
Norway,1981,29.41,1.5,1.9
Norway,1982,22.22,1.2,1.8
Norway,1983,25.0,1.1,1.2
Norway,1984,37.5,0.8,0.6
Norway,1985,39.13,1.0,0.8
Norway,1986,40.91,1.3,1.1
Norway,1987,35.0,1.1,1.2
Norway,1988,11.76,0.9,1.3
Norway,1989,16.67,1.3,1.4
Norway,1990,35.0,1.8,1.4
Norway,1991,42.11,1.6,1.1
Norway,1992,40.0,1.6,0.8
Norway,1993,57.14,2.3,0.6
Norway,1994,57.14,1.8,0.6
Norway,1995,45.83,1.6,0.8
Norway,1996,55.0,1.8,0.6
Norway,1997,63.16,1.9,0.4
Norway,1998,50.0,2.2,1.0
Norway,1999,60.87,2.2,0.9
Norway,2000,51.85,1.4,0.7
Norway,2001,36.0,1.3,1.1
Norway,2002,42.86,1.5,1.0
Norway,2003,33.33,0.8,0.8
Norway,2004,44.44,1.4,1.0
Norway,2005,55.17,1.6,0.9
Norway,2006,38.46,1.1,1.0
Norway,2007,38.1,1.7,1.3
Norway,2008,31.58,1.6,1.3
Norway,2009,33.33,1.1,1.2
Norway,2010,68.42,1.4,0.8
Norway,2011,61.11,1.3,1.0
Norway,2012,47.37,1.3,1.1
Norway,2013,34.78,1.1,1.2
Norway,2014,28.0,0.8,1.3
Norway,2015,33.33,0.9,1.2
Norway,2016,31.58,1.1,1.4
Norway,2017,31.58,1.3,1.5
Norway,2018,57.89,1.5,0.9
Norway,2019,60.0,1.8,0.8
Norway,2020,41.18,1.9,1.2
Norway,2021,47.37,1.6,1.0
Norway,2022,61.11,1.9,0.7
Greece,1930,50.0,2.5,2.8
Greece,1931,33.33,2.2,3.3
Greece,1932,0.0,1.0,3.2
Greece,1933,0.0,1.0,3.3
Greece,1934,20.0,1.4,2.8
Greece,1935,14.29,1.4,3.1
Greece,1936,0.0,1.9,4.0
Greece,1937,0.0,2.3,4.3
Greece,1938,66.67,1.7,4.0
Greece,1939,66.67,1.7,4.0
Greece,1948,0.0,1.0,2.5
Greece,1949,20.0,2.4,2.0
Greece,1950,25.0,2.5,1.8
Greece,1951,50.0,0.5,1.0
Greece,1952,100.0,1.0,0.0
Greece,1953,50.0,0.5,0.5
Greece,1954,40.0,0.8,0.6
Greece,1955,33.33,1.0,0.7
Greece,1957,0.0,0.5,2.2
Greece,1958,0.0,0.7,2.8
Greece,1959,0.0,1.0,3.7
Greece,1960,0.0,1.0,4.3
Greece,1961,20.0,1.0,3.0
Greece,1962,50.0,1.5,1.8
Greece,1963,50.0,1.8,2.5
Greece,1964,66.67,2.2,1.8
Greece,1965,42.86,1.9,2.1
Greece,1966,20.0,1.2,2.6
Greece,1967,37.5,1.6,1.4
Greece,1968,33.33,1.7,1.4
Greece,1969,33.33,2.1,1.6
Greece,1970,16.67,1.6,1.6
Greece,1971,7.69,0.7,1.5
Greece,1972,21.43,0.6,1.5
Greece,1973,18.18,1.1,2.3
Greece,1974,16.67,1.6,2.2
Greece,1975,30.77,1.6,1.5
Greece,1976,30.0,1.2,1.3
Greece,1977,15.38,0.4,1.8
Greece,1978,33.33,1.2,1.8
Greece,1979,41.18,1.6,1.7
Greece,1980,12.5,0.7,1.8
Greece,1981,26.32,1.0,1.6
Greece,1982,33.33,1.1,1.5
Greece,1983,23.81,1.0,1.7
Greece,1984,22.73,1.0,1.5
Greece,1985,22.22,0.8,1.3
Greece,1986,37.5,1.1,1.2
Greece,1987,33.33,1.1,1.4
Greece,1988,33.33,1.1,1.5
Greece,1989,29.63,1.1,1.8
Greece,1990,36.36,1.4,1.6
Greece,1991,41.18,1.5,0.9
Greece,1992,35.29,1.1,1.0
Greece,1993,61.54,1.3,0.7
Greece,1994,52.94,1.6,1.0
Greece,1995,40.91,1.6,1.3
Greece,1996,45.0,1.6,1.2
Greece,1997,52.94,1.5,0.8
Greece,1998,38.46,1.4,0.6
Greece,1999,52.17,1.6,0.8
Greece,2000,53.57,1.5,0.9
Greece,2001,30.0,1.4,1.7
Greece,2002,27.78,1.3,1.6
Greece,2003,57.89,1.3,0.7
Greece,2004,59.26,1.2,0.7
Greece,2005,48.28,1.0,0.9
Greece,2006,47.83,1.0,0.9
Greece,2007,57.14,1.5,1.0
Greece,2008,56.0,1.7,1.1
Greece,2009,45.83,1.4,1.0
Greece,2010,42.11,1.2,1.1
Greece,2011,47.62,1.1,0.8
Greece,2012,52.0,1.2,0.8
Greece,2013,60.87,1.3,0.7
Greece,2014,42.11,0.8,0.8
Greece,2015,11.11,0.5,1.1
Greece,2016,36.84,1.2,1.1
Greece,2017,44.44,1.4,1.0
Greece,2018,35.29,0.8,0.9
Greece,2019,40.0,0.9,1.2
Greece,2020,42.11,1.2,1.1
Greece,2021,40.0,1.2,0.8
Greece,2022,50.0,1.2,0.8
Ukraine,1979,50.0,1.0,0.0
Ukraine,1980,50.0,1.0,0.0
Ukraine,1992,0.0,0.8,1.5
Ukraine,1993,30.0,1.1,1.4
Ukraine,1994,33.33,1.1,1.1
Ukraine,1995,31.25,1.0,1.4
Ukraine,1996,46.15,1.5,1.7
Ukraine,1997,46.67,1.3,1.1
Ukraine,1998,57.14,1.4,0.8
Ukraine,1999,43.75,1.4,0.6
Ukraine,2000,37.5,1.1,0.8
Ukraine,2001,33.33,1.1,1.1
Ukraine,2002,26.09,1.0,1.1
Ukraine,2003,25.0,0.9,1.2
Ukraine,2004,25.0,1.0,1.0
Ukraine,2005,45.0,1.2,0.8
Ukraine,2006,63.16,1.7,0.5
Ukraine,2007,50.0,1.8,0.9
Ukraine,2008,50.0,1.3,1.0
Ukraine,2009,57.14,1.5,0.8
Ukraine,2010,47.62,1.8,1.0
Ukraine,2011,38.1,1.6,1.5
Ukraine,2012,33.33,1.3,1.4
Ukraine,2013,54.17,1.9,0.8
Ukraine,2014,75.0,2.2,0.4
Ukraine,2015,61.11,1.4,0.4
Ukraine,2016,54.55,1.5,0.8
Ukraine,2017,55.0,1.3,1.0
Ukraine,2018,50.0,1.2,0.9
Ukraine,2019,60.0,1.6,0.8
Ukraine,2020,50.0,1.4,1.6
Ukraine,2021,30.77,1.2,1.7
Ukraine,2022,39.13,1.4,1.0
Wales,1930,0.0,0.8,4.0
Wales,1931,14.29,1.0,3.4
Wales,1932,42.86,2.1,2.1
Wales,1933,57.14,2.3,1.1
Wales,1934,33.33,1.5,2.0
Wales,1935,25.0,1.5,2.2
Wales,1936,66.67,2.0,1.3
Wales,1937,71.43,2.1,1.4
Wales,1938,50.0,2.2,1.7
Wales,1939,40.0,2.0,1.8
Wales,1940,50.0,2.0,1.5
Wales,1945,100.0,1.0,0.0
Wales,1946,66.67,1.3,1.3
Wales,1947,40.0,1.2,2.0
Wales,1948,33.33,1.0,1.7
Wales,1949,30.0,1.4,2.1
Wales,1950,20.0,1.4,2.4
Wales,1951,50.0,1.5,1.5
Wales,1952,62.5,1.9,1.5
Wales,1953,25.0,2.0,3.4
Wales,1954,10.0,1.4,3.1
Wales,1955,22.22,1.1,2.0
Wales,1956,28.57,1.4,1.9
Wales,1957,20.0,1.1,1.6
Wales,1958,33.33,1.2,1.3
Wales,1959,28.57,1.3,1.6
Wales,1960,50.0,1.8,2.3
Wales,1961,40.0,1.9,1.9
Wales,1962,15.38,1.5,2.2
Wales,1963,18.18,1.5,2.4
Wales,1964,22.22,1.3,2.0
Wales,1965,38.46,1.8,1.8
Wales,1966,28.57,1.6,2.1
Wales,1967,0.0,0.7,2.4
Wales,1968,16.67,0.8,1.3
Wales,1969,10.0,1.1,1.9
Wales,1970,9.09,0.9,1.6
Wales,1971,25.0,0.6,0.7
Wales,1972,16.67,0.4,1.0
Wales,1973,10.0,0.3,1.5
Wales,1974,33.33,1.0,1.3
Wales,1975,50.0,1.6,1.1
Wales,1976,28.57,1.0,1.4
Wales,1977,17.65,0.6,1.0
Wales,1978,40.0,1.2,0.6
Wales,1979,50.0,1.5,1.0
Wales,1980,50.0,1.6,0.9
Wales,1981,50.0,1.5,0.8
Wales,1982,40.0,1.2,1.0
Wales,1983,37.5,1.2,0.9
Wales,1984,29.41,0.9,0.9
Wales,1985,28.57,0.9,1.3
Wales,1986,41.67,1.2,1.1
Wales,1987,41.67,1.1,0.7
Wales,1988,33.33,1.2,1.2
Wales,1989,16.67,1.1,1.8
Wales,1990,25.0,1.0,1.4
Wales,1991,50.0,0.9,1.1
Wales,1992,47.06,1.0,1.2
Wales,1993,43.75,1.4,1.2
Wales,1994,35.71,1.4,1.7
Wales,1995,23.08,0.9,1.9
Wales,1996,25.0,1.5,1.7
Wales,1997,25.0,1.8,2.2
Wales,1998,33.33,1.3,1.9
Wales,1999,36.36,0.9,1.8
Wales,2000,16.67,0.5,1.8
Wales,2001,14.29,0.9,1.4
Wales,2002,35.71,1.2,0.9
Wales,2003,31.25,1.1,1.1
Wales,2004,23.53,1.2,1.3
Wales,2005,35.29,1.1,0.9
Wales,2006,38.89,1.1,1.1
Wales,2007,38.1,1.3,1.1
Wales,2008,45.45,1.3,0.9
Wales,2009,50.0,1.1,1.0
Wales,2010,31.25,1.0,1.4
Wales,2011,37.5,1.2,1.4
Wales,2012,35.29,0.9,1.7
Wales,2013,25.0,0.8,1.7
Wales,2014,40.0,1.1,1.1
Wales,2015,53.85,1.2,0.8
Wales,2016,45.0,1.4,1.0
Wales,2017,38.1,1.2,1.0
Wales,2018,35.29,1.1,0.9
Wales,2019,47.37,1.3,0.9
Wales,2020,61.11,1.1,0.6
Wales,2021,45.83,1.0,0.9
Wales,2022,34.78,1.2,1.2
Slovakia,1939,50.0,1.5,1.5
Slovakia,1940,50.0,1.8,1.2
Slovakia,1941,20.0,1.6,2.8
Slovakia,1942,14.29,1.3,3.6
Slovakia,1943,16.67,1.2,2.7
Slovakia,1944,0.0,1.7,3.3
Slovakia,1945,0.0,3.0,7.0
Slovakia,1992,100.0,2.0,1.0
Slovakia,1993,75.0,2.0,1.0
Slovakia,1994,33.33,1.5,1.2
Slovakia,1995,42.11,1.4,1.5
Slovakia,1996,52.94,1.9,1.6
Slovakia,1997,47.37,1.7,1.3
Slovakia,1998,40.91,1.2,1.1
Slovakia,1999,41.67,1.0,1.1
Slovakia,2000,42.31,0.9,0.8
Slovakia,2001,33.33,1.2,1.0
Slovakia,2002,26.09,1.3,1.6
Slovakia,2003,31.58,1.4,1.4
Slovakia,2004,36.36,1.6,1.0
Slovakia,2005,33.33,1.5,1.0
Slovakia,2006,47.62,1.8,1.2
Slovakia,2007,45.0,2.3,1.6
Slovakia,2008,33.33,1.8,1.6
Slovakia,2009,40.91,1.6,1.4
Slovakia,2010,38.1,1.5,1.3
Slovakia,2011,33.33,1.0,1.2
Slovakia,2012,38.89,0.9,1.2
Slovakia,2013,30.0,1.0,1.0
Slovakia,2014,50.0,1.3,0.8
Slovakia,2015,77.78,1.8,0.8
Slovakia,2016,47.83,1.5,0.9
Slovakia,2017,45.45,1.4,0.9
Slovakia,2018,50.0,1.6,1.1
Slovakia,2019,45.0,1.8,1.2
Slovakia,2020,38.89,1.4,1.3
Slovakia,2021,26.09,1.2,1.3
Slovakia,2022,33.33,1.2,1.1
Slovenia,1991,0.0,0.0,1.0
Slovenia,1992,0.0,0.7,1.0
Slovenia,1993,20.0,1.0,1.6
Slovenia,1994,38.46,1.0,1.0
Slovenia,1995,44.44,1.3,1.0
Slovenia,1996,31.25,1.5,1.4
Slovenia,1997,14.29,1.2,1.9
Slovenia,1998,20.0,1.1,1.9
Slovenia,1999,38.1,1.4,1.4
Slovenia,2000,43.48,1.7,1.3
Slovenia,2001,39.13,1.6,1.2
Slovenia,2002,45.0,1.2,1.2
Slovenia,2003,44.44,1.3,1.4
Slovenia,2004,31.58,1.2,1.3
Slovenia,2005,16.67,0.7,1.3
Slovenia,2006,23.53,0.9,1.6
Slovenia,2007,31.58,0.8,1.3
Slovenia,2008,30.0,1.0,1.2
Slovenia,2009,42.11,1.5,1.1
Slovenia,2010,55.56,1.8,0.8
Slovenia,2011,47.06,1.5,0.9
Slovenia,2012,29.41,1.1,1.3
Slovenia,2013,44.44,1.4,1.3
Slovenia,2014,47.06,1.1,1.1
Slovenia,2015,31.25,1.2,1.2
Slovenia,2016,33.33,1.2,0.9
